Date,Close,High,Low,Open,Volume,RSI,SMA_20,EMA_20,MACD,MACD_SIGNAL,BB_LOWER,BB_MIDDLE,BB_UPPER,ret_1,ret_5,ret_10,log_ret,vol_10,vol_20,vol_ratio,scaled_ret_1,mom_5,mom_10,mom_diff,ma_5,ma_10,ma_20,ma_ratio_5_10,ma_ratio_10_20,trend_strength,volume_chg,volume_ma_10,volume_ratio,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_5,ret_lag_7,ret_lag_10,ret_lag_14,day_of_week,month,is_month_start,is_month_end,target,stock,pred,position,strategy_ret,trade,equity
2022-10-31,2871.376220703125,2876.6368040808793,2857.573171762738,2876.6368040808793,1919414,61.34719616746835,2795.259033203125,2810.784646586211,19.04244449824364,8.018995288883643,2694.9455738500264,2795.259033203125,2895.5724925562236,0.0094521256918915,0.0177693175853064,0.032997238233861,0.0094077338640348,0.0068788665957196,0.0113215794503162,0.6075352905143465,1.373882118262629,0.0177693175853064,0.032997238233861,-0.0152279206485546,2848.329150390625,2833.5279052734377,2795.259033203125,1.0052236101467855,1.0136906353277964,0.0184824673286819,0.4157695544643918,1515869.6,1.266213136010336,0.0018529631717871,-0.0014864177632417,0.0001264885808205,-0.0063028017439678,-0.0072661783236299,-0.0013371094717593,0.0175046433540819,0,10,0,1,1,xg_TCS.NS,0.4781016523406337,0.0,0.0,0.0,1.0
2022-11-01,2931.220458984375,2933.8283581273604,2880.6387633413156,2890.575300348696,2991060,68.0706277183607,2807.0796875000005,2822.2547239574646,26.01808536843737,11.618813304794388,2701.0522143797293,2807.0796875000005,2913.107160620272,0.0208416569900393,0.0309960567850433,0.047545653903356,0.0206274409556543,0.0088375937695039,0.0119717785093542,0.7381405880513988,2.3580286110614086,0.0309960567850433,0.047545653903356,-0.0165495971183127,2865.9541015625,2846.83203125,2807.0796875,1.0067169647181833,1.0141614589450445,0.0200852903718129,0.558319362055294,1663275.1,1.7982954232875858,0.0094521256918915,0.0018529631717871,-0.0014864177632417,0.0077451894794466,0.0113554386847098,0.0066641090203758,-0.0157122398812157,1,11,1,0,0,xg_TCS.NS,0.4572011783099187,0.0,0.0,0.0,1.0
2022-11-02,2915.034423828125,2940.4826817707453,2897.3646386476103,2940.4826817707453,1405955,64.78810254519642,2818.969995117188,2831.0908858499083,29.8956349794189,15.274177639719293,2721.2443689277416,2818.969995117188,2916.695621306634,-0.0055219439761478,0.0251732816063614,0.0308456444327986,-0.0055372462670462,0.0091072752167785,0.0119262216295106,0.7635705531156612,-0.6062557229249872,0.0251732816063614,0.0308456444327986,-0.0056723628264372,2880.269921875,2855.55458984375,2818.9699951171874,1.0086551775683623,1.0129780007555709,0.0210288860593664,-0.5299475771131305,1624498.4,0.8654702276094175,0.0208416569900393,0.0094521256918915,0.0018529631717871,0.0001264885808205,-0.0063028017439678,0.0105888996244942,0.0101643863653333,2,11,0,0,0,xg_TCS.NS,0.4664815193782056,8.877136460039626,-0.053457618430977634,8.877136460039626,0.9465423815690224
2022-11-03,2883.605712890625,2902.7593552031317,2873.0397607189666,2902.7593552031317,1422652,58.853503236901695,2824.526306152344,2836.092297949024,30.085776565892505,18.236497424953935,2725.3052633182956,2824.526306152344,2923.747348986392,-0.0107815916960002,0.0156299322385926,0.027195271609629,-0.0108401342237565,0.0096052313062591,0.0098595204986399,0.9741099678849628,-1.1223539546643266,0.0156299322385926,0.027195271609629,-0.0115653393710364,2889.1453125,2863.189013671875,2824.526306152344,1.0090655205451622,1.013688209394728,0.0224090991562365,0.0118759135249706,1647334.7,0.8636083486853864,-0.0055219439761478,0.0208416569900393,0.0094521256918915,-0.0014864177632417,0.0077451894794466,-0.0072661783236299,0.0008221152423852,3,11,0,0,1,xg_TCS.NS,0.5195704250696418,8.489067606602612,-0.09171969524084952,0.388068853437014,0.8597258027989637
2022-11-04,2893.18310546875,2895.566197178931,2847.097558550178,2892.823501210687,1464013,60.05430556322841,2830.077160644531,2841.529517712808,30.655898566474207,20.72037765325799,2728.442111740643,2830.077160644531,2931.7122095484197,0.0033213252891375,0.0171184865200759,0.0190353280568063,0.0033158218706939,0.0091275567759406,0.009858232356338,0.9257877739409396,0.3638390350916421,0.0171184865200759,0.0190353280568063,-0.0019168415367303,2898.883984375,2868.593408203125,2830.077160644531,1.0105593828965984,1.0136096104001,0.0237823951067627,0.0290731675771727,1634975.9,0.8954339938583221,-0.0107815916960002,-0.0055219439761478,0.0208416569900393,0.0018529631717871,0.0001264885808205,0.0113554386847098,-0.0013371094717593,4,11,0,0,1,xg_TCS.NS,0.4598564327445675,8.661380029401347,0.02868110431908183,0.1723124227987345,0.8843836882348471
2022-11-07,2907.840087890625,2916.023168933433,2873.1299406493004,2903.6137506809055,1474498,61.88741753386768,2838.0223754882813,2847.844810110695,31.92243834911369,22.960789792429132,2738.2683440462924,2838.0223754882813,2937.7764069302702,0.0050660403740676,0.0126990907442183,0.0306940625060034,0.005053251167105,0.0086862715768365,0.0093100402151477,0.9329002319961284,0.5831566711435099,0.0126990907442183,0.0306940625060034,-0.0179949717617851,2906.1767578125,2877.2529541015624,2838.0223754882813,1.0100525759022008,1.013823209764698,0.0234381466188735,0.0071618216504907,1680234.4,0.8775549411434038,0.0033213252891375,-0.0107815916960002,-0.0055219439761478,0.0094521256918915,-0.0014864177632417,-0.0063028017439678,0.0066641090203758,0,11,0,0,0,xg_TCS.NS,0.5057888093953166,9.6471065125244,0.04837976784381757,0.9857264831230541,0.9271699657565082
2022-11-09,2891.96923828125,2922.318256583237,2879.0201920825657,2922.318256583237,1162267,58.74385740633131,2842.768090820313,2852.047136603129,31.284902445315765,24.62561232300646,2742.19278411256,2842.768090820313,2943.343397528066,-0.005457951307387,-0.0133907432935715,0.0171902532519501,-0.0054729003425064,0.0088961654902796,0.0088108262868496,1.009571137773772,-0.6134483295101077,-0.0133907432935715,0.0171902532519501,-0.0305809965455217,2898.326513671875,2882.1403076171873,2842.7680908203124,1.0056160368084472,1.0138499573440454,0.0192112772556951,-0.2117541020740618,1770366.2,0.6565121950471848,0.0050660403740676,0.0033213252891375,-0.0107815916960002,0.0208416569900393,0.0018529631717871,0.0077451894794466,0.0105888996244942,2,11,0,0,0,xg_TCS.NS,0.5124707806639149,8.538368954625792,-0.04715637077780172,1.1087375578986087,0.8834479950772526
2022-11-10,2882.616455078125,2900.0166427500517,2850.5589945791207,2850.5589945791207,1573092,56.90931340976591,2849.2435668945313,2854.9585002674144,29.68279443103347,25.637048744611864,2756.611587958058,2849.2435668945313,2941.8755458310047,-0.0032340534883018,-0.0111209557201138,0.0137723749361733,-0.0032392943418022,0.0090264601233983,0.0079079847376558,1.141291887999478,-0.3582462225360038,-0.0111209557201138,0.0137723749361733,-0.0248933306562871,2891.842919921875,2886.0564208984374,2849.2435668945313,1.0020049847194727,1.012920220100393,0.0147780163234338,0.353468695230958,1720711.1,0.914210409870132,-0.005457951307387,0.0050660403740676,0.0033213252891375,-0.0055219439761478,0.0094521256918915,0.0001264885808205,-0.0072661783236299,3,11,0,0,1,xg_TCS.NS,0.5682979153720458,9.391216823831916,-0.03079812146311522,0.8528478692061245,0.8562394564185177
2022-11-11,2981.802001953125,3004.8673857085314,2927.038976756328,2940.1228186004687,3265394,68.2377338550189,2859.279138183594,2867.0388337612917,36.00155349327906,27.709949694345305,2754.9810820208545,2859.279138183594,2963.5771943463337,0.0344081664767683,0.0340532995282716,0.0502154825309917,0.0338294433368133,0.0136840700817046,0.0105790273494144,1.2933870234713614,2.5142850033897868,0.0340532995282716,0.0502154825309917,-0.0161621830027201,2911.482177734375,2900.3137451171874,2859.2791381835937,1.003850767054423,1.0143513819219698,0.0175072119197007,1.0757806917840789,1803408.4,1.8106791562012183,-0.0032340534883018,-0.005457951307387,0.0050660403740676,-0.0107815916960002,0.0208416569900393,-0.0014864177632417,0.0113554386847098,4,11,0,0,1,xg_TCS.NS,0.4641384696296272,9.515284102167008,0.3273414458219417,0.12406727833509201,1.1365221180523488
2022-11-14,2999.3818359375,3011.5214416293475,2975.5522395794296,2989.040690348149,1342074,69.75542863263658,2870.0793823242193,2879.642929206645,41.94425400526461,30.556810556529168,2754.7258112407576,2870.0793823242193,2985.432953407681,0.0058957080224844,0.0367065362257961,0.0544533830914519,0.0058783963456772,0.0136405893681659,0.0105711805795599,1.2902342393335968,0.4321862990717666,0.0367065362257961,0.0544533830914519,-0.0177468468656558,2932.721923828125,2915.8029541015626,2870.079382324219,1.0058025079173347,1.015931117466276,0.0208851506511595,-0.5890008985133188,1802041.9,0.7447518284670602,0.0344081664767683,-0.0032340534883018,-0.005457951307387,0.0033213252891375,-0.0055219439761478,0.0018529631717871,-0.0063028017439678,0,11,0,0,0,xg_TCS.NS,0.4590005261742006,10.551852561093815,0.06169235756704997,1.0365684589268067,1.2066368469420954
